,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,response,response_binary
341,43,management,divorced,secondary,no,693,yes,no,5,may,2.07,3,-1,0,unknown,no,0
342,40,blue-collar,divorced,secondary,no,-333,yes,no,5,may,3.05,2,-1,0,unknown,no,0
343,50,blue-collar,married,primary,no,1533,yes,no,5,may,5.42,2,-1,0,unknown,no,0
344,34,management,married,tertiary,no,46,yes,no,5,may,0.65,4,-1,0,unknown,no,0
346,45,technician,married,secondary,no,44,yes,no,5,may,1.58,4,-1,0,unknown,no,0
347,39,blue-collar,married,primary,no,-100,yes,no,5,may,11.33,2,-1,0,unknown,no,0
348,44,services,married,tertiary,no,510,yes,no,5,may,7.02,4,-1,0,unknown,no,0
349,55,management,married,tertiary,no,685,yes,no,5,may,2.9,3,-1,0,unknown,no,0
350,46,management,single,tertiary,no,187,yes,no,5,may,1.88,2,-1,0,unknown,no,0
351,45,blue-collar,married,secondary,no,66,yes,no,5,may,13.47,2,-1,0,unknown,no,0
352,34,admin.,married,secondary,no,560,yes,no,5,may,3.3,3,-1,0,unknown,no,0
353,36,blue-collar,married,secondary,no,0,yes,no,5,may,3.25,2,-1,0,unknown,no,0
355,31,admin.,single,secondary,no,12,yes,no,5,may,3.47,2,-1,0,unknown,no,0
356,44,blue-collar,single,secondary,no,34,yes,no,5,may,6.73,4,-1,0,unknown,no,0
357,33,entrepreneur,single,tertiary,no,1068,yes,no,5,may,6.6,2,-1,0,unknown,no,0
358,40,blue-collar,married,secondary,no,211,yes,no,5,may,3.6,4,-1,0,unknown,no,0
359,46,admin.,single,tertiary,no,377,yes,no,5,may,1.63,2,-1,0,unknown,no,0
360,48,management,married,tertiary,no,263,yes,no,5,may,5.83,2,-1,0,unknown,no,0
361,42,services,married,secondary,no,1263,yes,no,6,may,1.9,2,-1,0,unknown,no,0
362,27,services,married,secondary,no,8,yes,no,6,may,1.47,3,-1,0,unknown,no,0
363,48,admin.,married,secondary,no,126,yes,yes,6,may,6.32,2,-1,0,unknown,no,0
364,59,admin.,married,secondary,no,230,yes,no,6,may,3.17,3,-1,0,unknown,no,0
365,46,technician,married,tertiary,no,841,yes,no,6,may,2.63,1,-1,0,unknown,no,0
366,38,admin.,divorced,secondary,no,308,yes,no,6,may,1.7,1,-1,0,unknown,no,0
367,43,management,divorced,tertiary,no,1,yes,no,6,may,5.1,1,-1,0,unknown,no,0
368,38,admin.,divorced,tertiary,no,86,yes,no,6,may,3.63,1,-1,0,unknown,no,0
369,23,student,single,secondary,no,157,yes,no,6,may,0.9,1,-1,0,unknown,no,0
370,34,services,married,secondary,no,22,yes,no,6,may,5.73,1,-1,0,unknown,no,0
371,38,admin.,married,secondary,no,46,yes,yes,6,may,3.25,1,-1,0,unknown,no,0
372,37,blue-collar,married,secondary,no,1293,no,no,6,may,10.87,1,-1,0,unknown,no,0
373,25,admin.,single,secondary,no,122,yes,no,6,may,4.77,1,-1,0,unknown,no,0
375,49,blue-collar,single,secondary,no,143,yes,no,6,may,1.38,1,-1,0,unknown,no,0
376,38,admin.,single,secondary,no,393,no,no,6,may,3.07,2,-1,0,unknown,no,0
377,43,blue-collar,married,primary,no,98,yes,no,6,may,3.92,1,-1,0,unknown,no,0
378,33,management,married,tertiary,no,0,yes,no,6,may,4.83,1,-1,0,unknown,no,0
379,55,blue-collar,married,secondary,no,224,yes,no,6,may,3.87,1,-1,0,unknown,no,0
380,38,blue-collar,married,secondary,no,757,yes,no,6,may,2.22,1,-1,0,unknown,no,0
381,49,services,married,secondary,no,245,yes,yes,6,may,5.3,1,-1,0,unknown,no,0
382,40,management,married,secondary,no,8486,no,no,6,may,4.33,3,-1,0,unknown,no,0
384,38,blue-collar,married,secondary,no,20,yes,no,6,may,6.7,1,-1,0,unknown,no,0
385,58,services,married,secondary,no,1667,yes,yes,6,may,1.42,1,-1,0,unknown,no,0
387,32,unemployed,married,secondary,no,10,yes,no,6,may,8.35,4,-1,0,unknown,no,0
388,56,management,married,tertiary,no,830,yes,yes,6,may,20.02,1,-1,0,unknown,yes,1
390,60,retired,divorced,secondary,no,545,yes,no,6,may,17.17,1,-1,0,unknown,yes,1
391,37,technician,married,tertiary,no,8730,yes,no,6,may,2.48,1,-1,0,unknown,no,0
392,46,technician,divorced,tertiary,no,477,yes,no,6,may,1.9,1,-1,0,unknown,no,0
393,27,admin.,married,secondary,no,4,yes,no,6,may,4.05,1,-1,0,unknown,no,0
394,43,blue-collar,married,secondary,no,1205,yes,no,6,may,12.82,2,-1,0,unknown,no,0
395,32,technician,single,secondary,no,0,yes,yes,6,may,2.25,3,-1,0,unknown,no,0
396,40,admin.,single,secondary,no,263,yes,no,6,may,3.85,1,-1,0,unknown,no,0
397,38,admin.,married,secondary,no,1,no,no,6,may,1.27,1,-1,0,unknown,no,0
398,34,blue-collar,married,secondary,no,283,no,yes,6,may,3.32,1,-1,0,unknown,no,0
399,47,blue-collar,married,primary,no,206,yes,no,6,may,2.53,1,-1,0,unknown,no,0
400,42,housemaid,married,primary,no,17,yes,no,6,may,2.07,1,-1,0,unknown,no,0
401,48,technician,married,secondary,no,141,yes,yes,6,may,7.07,1,-1,0,unknown,no,0
402,29,self-employed,single,tertiary,no,16,yes,no,6,may,0.72,1,-1,0,unknown,no,0
403,50,services,married,secondary,no,206,yes,no,6,may,2.57,1,-1,0,unknown,no,0
405,50,management,married,tertiary,no,0,no,no,6,may,5.43,1,-1,0,unknown,no,0
406,58,retired,married,tertiary,no,0,no,no,6,may,6.55,1,-1,0,unknown,no,0
407,46,blue-collar,divorced,primary,no,1927,yes,no,6,may,4.02,3,-1,0,unknown,no,0
408,38,technician,married,secondary,no,284,yes,no,6,may,8.05,1,-1,0,unknown,no,0
409,46,blue-collar,married,secondary,no,1660,yes,no,6,may,4.32,1,-1,0,unknown,no,0
410,32,services,single,secondary,no,406,yes,no,6,may,3.78,1,-1,0,unknown,no,0
411,51,blue-collar,married,primary,no,230,yes,no,6,may,11.22,1,-1,0,unknown,no,0
412,39,admin.,single,secondary,no,-25,yes,no,6,may,9.6,1,-1,0,unknown,no,0
413,48,admin.,married,secondary,no,182,yes,no,6,may,3.0,2,-1,0,unknown,no,0
414,36,entrepreneur,married,tertiary,no,1169,yes,no,6,may,2.8,2,-1,0,unknown,no,0
415,34,admin.,divorced,secondary,no,67,yes,no,6,may,1.5,1,-1,0,unknown,no,0
416,40,technician,married,secondary,no,77,no,no,6,may,8.42,1,-1,0,unknown,no,0
417,43,unemployed,married,secondary,no,0,yes,no,6,may,4.08,1,-1,0,unknown,no,0
418,52,blue-collar,divorced,primary,no,55,yes,yes,6,may,3.1,1,-1,0,unknown,no,0
419,33,technician,married,secondary,yes,72,yes,no,6,may,10.38,1,-1,0,unknown,no,0
420,49,management,single,tertiary,no,163,yes,no,6,may,8.27,3,-1,0,unknown,no,0
421,32,management,single,tertiary,no,151,yes,no,6,may,1.97,1,-1,0,unknown,no,0
422,39,admin.,single,secondary,no,113,yes,no,6,may,5.7,1,-1,0,unknown,no,0
423,40,blue-collar,married,secondary,no,0,yes,no,6,may,3.75,1,-1,0,unknown,no,0
424,38,technician,single,tertiary,no,9,yes,no,6,may,3.08,3,-1,0,unknown,no,0
425,43,management,married,secondary,no,375,yes,no,6,may,3.27,2,-1,0,unknown,no,0
426,39,services,married,secondary,no,1142,yes,no,6,may,4.6,1,-1,0,unknown,no,0
427,54,blue-collar,married,primary,no,2102,yes,no,6,may,1.27,1,-1,0,unknown,no,0
428,38,technician,single,tertiary,no,4325,yes,no,6,may,1.45,1,-1,0,unknown,no,0
429,40,blue-collar,married,secondary,no,217,yes,no,6,may,3.25,1,-1,0,unknown,no,0
430,55,admin.,married,secondary,no,131,yes,no,6,may,12.4,1,-1,0,unknown,no,0
431,42,management,married,tertiary,no,1680,yes,no,6,may,12.75,1,-1,0,unknown,no,0
432,39,blue-collar,married,secondary,no,0,yes,no,6,may,4.37,1,-1,0,unknown,no,0
433,40,blue-collar,married,primary,no,46,yes,no,6,may,1.98,1,-1,0,unknown,no,0
434,32,blue-collar,married,secondary,no,320,yes,no,6,may,3.3,2,-1,0,unknown,no,0
435,55,admin.,married,secondary,no,183,yes,no,6,may,2.5,1,-1,0,unknown,no,0
436,45,blue-collar,married,secondary,no,39,no,no,6,may,4.02,1,-1,0,unknown,no,0
437,35,management,single,tertiary,no,560,yes,no,6,may,3.02,1,-1,0,unknown,no,0
438,58,technician,divorced,secondary,no,469,no,no,6,may,3.27,1,-1,0,unknown,no,0
439,35,admin.,married,secondary,no,530,yes,no,6,may,2.48,1,-1,0,unknown,no,0
440,49,services,married,primary,no,61,yes,no,6,may,4.1,1,-1,0,unknown,no,0
441,34,technician,single,tertiary,no,242,yes,no,6,may,1.87,1,-1,0,unknown,no,0
442,36,blue-collar,married,secondary,no,139,yes,no,6,may,5.15,2,-1,0,unknown,no,0
443,24,self-employed,single,secondary,no,0,yes,no,6,may,4.63,1,-1,0,unknown,no,0
444,34,technician,married,secondary,no,367,yes,no,6,may,2.33,1,-1,0,unknown,no,0
445,51,admin.,divorced,secondary,no,228,yes,no,6,may,2.27,1,-1,0,unknown,no,0
448,32,services,single,secondary,no,310,yes,no,6,may,2.4,1,-1,0,unknown,no,0
450,50,technician,married,secondary,no,797,yes,no,6,may,5.9,1,-1,0,unknown,no,0
451,40,services,married,secondary,no,71,no,no,6,may,1.32,1,-1,0,unknown,no,0
453,37,management,married,tertiary,no,231,yes,yes,6,may,7.52,2,-1,0,unknown,no,0
454,34,blue-collar,married,secondary,no,270,yes,yes,6,may,2.65,1,-1,0,unknown,no,0
455,44,blue-collar,married,secondary,no,274,yes,yes,6,may,6.82,1,-1,0,unknown,no,0
456,40,admin.,single,secondary,no,-109,yes,yes,6,may,2.83,1,-1,0,unknown,no,0
457,37,technician,married,secondary,no,1,yes,no,6,may,10.13,1,-1,0,unknown,yes,1
458,33,blue-collar,single,secondary,yes,-60,no,no,6,may,4.05,1,-1,0,unknown,no,0
459,35,blue-collar,married,secondary,no,89,yes,no,6,may,2.42,2,-1,0,unknown,no,0
460,58,blue-collar,divorced,secondary,no,-11,no,no,6,may,1.87,1,-1,0,unknown,no,0
461,39,blue-collar,married,primary,no,0,yes,no,6,may,4.37,2,-1,0,unknown,no,0
462,43,blue-collar,married,secondary,no,-509,yes,no,6,may,2.07,1,-1,0,unknown,no,0
463,39,unemployed,married,primary,no,408,yes,no,6,may,0.88,1,-1,0,unknown,no,0
464,36,services,single,primary,no,58,yes,no,6,may,2.23,1,-1,0,unknown,no,0
465,57,retired,single,secondary,no,1640,no,yes,6,may,3.4,4,-1,0,unknown,no,0
466,36,admin.,single,secondary,no,20,yes,no,6,may,3.1,1,-1,0,unknown,no,0
467,50,blue-collar,married,primary,no,71,yes,no,6,may,11.3,1,-1,0,unknown,no,0
468,55,blue-collar,married,secondary,no,52,yes,no,6,may,3.03,1,-1,0,unknown,no,0
469,44,self-employed,married,tertiary,no,292,yes,no,6,may,2.7,1,-1,0,unknown,no,0
470,44,services,divorced,secondary,no,424,yes,no,6,may,0.45,1,-1,0,unknown,no,0
471,39,housemaid,single,primary,no,109,yes,no,6,may,11.65,3,-1,0,unknown,no,0
473,39,blue-collar,married,secondary,no,983,yes,no,6,may,1.62,1,-1,0,unknown,no,0
474,34,admin.,married,secondary,no,869,no,no,6,may,27.95,1,-1,0,unknown,yes,1
475,40,blue-collar,married,primary,no,668,yes,no,6,may,4.72,2,-1,0,unknown,no,0
476,50,management,married,tertiary,no,964,yes,no,6,may,5.38,1,-1,0,unknown,no,0
477,31,management,single,secondary,no,301,yes,no,6,may,1.37,1,-1,0,unknown,no,0
478,37,admin.,single,secondary,no,140,yes,no,6,may,5.17,1,-1,0,unknown,no,0
479,39,management,single,secondary,no,1877,yes,no,6,may,3.08,1,-1,0,unknown,no,0
480,51,blue-collar,married,primary,no,1127,yes,no,6,may,0.78,1,-1,0,unknown,no,0
481,41,technician,married,secondary,no,871,yes,no,6,may,2.42,1,-1,0,unknown,no,0
482,41,technician,married,secondary,no,767,yes,yes,6,may,3.4,1,-1,0,unknown,no,0
483,43,blue-collar,married,secondary,no,0,no,no,6,may,3.12,1,-1,0,unknown,no,0
484,30,services,single,secondary,no,209,yes,no,6,may,0.5,2,-1,0,unknown,no,0
485,54,management,divorced,primary,no,0,no,no,6,may,7.87,1,-1,0,unknown,no,0
486,43,blue-collar,divorced,secondary,no,110,yes,yes,6,may,7.47,1,-1,0,unknown,no,0
487,59,management,divorced,tertiary,no,-76,yes,yes,6,may,4.4,1,-1,0,unknown,no,0
489,40,blue-collar,married,primary,no,-66,yes,no,6,may,4.8,1,-1,0,unknown,no,0
490,32,technician,married,secondary,no,0,yes,no,6,may,2.93,2,-1,0,unknown,no,0
491,29,blue-collar,married,secondary,no,1,yes,no,6,may,3.58,1,-1,0,unknown,no,0
492,36,blue-collar,married,secondary,no,0,yes,no,6,may,5.62,1,-1,0,unknown,no,0
493,55,unemployed,married,tertiary,no,5345,no,no,6,may,4.63,1,-1,0,unknown,no,0
494,30,blue-collar,divorced,secondary,no,-209,yes,no,6,may,3.13,2,-1,0,unknown,no,0
495,39,admin.,single,secondary,no,0,yes,no,6,may,2.9,2,-1,0,unknown,no,0
496,39,blue-collar,divorced,secondary,no,42,yes,no,6,may,3.77,2,-1,0,unknown,no,0
497,50,blue-collar,divorced,secondary,no,41,yes,no,6,may,3.17,1,-1,0,unknown,no,0
498,44,blue-collar,married,secondary,no,-99,yes,no,6,may,1.85,2,-1,0,unknown,no,0
499,37,technician,single,secondary,no,17,yes,no,6,may,2.73,1,-1,0,unknown,no,0
500,46,admin.,married,primary,no,276,yes,yes,6,may,2.62,2,-1,0,unknown,no,0
502,37,management,single,tertiary,no,230,yes,yes,6,may,6.23,1,-1,0,unknown,no,0
503,29,blue-collar,married,secondary,no,9,yes,no,6,may,5.82,1,-1,0,unknown,no,0
504,41,blue-collar,married,secondary,no,946,yes,no,6,may,5.42,1,-1,0,unknown,no,0
505,45,blue-collar,married,primary,no,1297,yes,no,6,may,3.88,2,-1,0,unknown,no,0
506,57,retired,divorced,secondary,no,-331,yes,no,6,may,8.85,1,-1,0,unknown,no,0
507,48,blue-collar,single,secondary,no,44,yes,no,6,may,2.55,1,-1,0,unknown,no,0
508,60,retired,married,secondary,yes,15,no,no,6,may,1.33,1,-1,0,unknown,no,0
509,26,admin.,single,secondary,no,712,yes,no,6,may,3.87,1,-1,0,unknown,no,0
510,58,retired,married,secondary,no,5435,yes,no,6,may,1.97,1,-1,0,unknown,no,0
511,34,admin.,married,secondary,no,507,yes,no,6,may,3.17,1,-1,0,unknown,no,0
512,55,unemployed,divorced,secondary,no,387,yes,no,6,may,15.3,1,-1,0,unknown,yes,1
513,41,blue-collar,married,primary,no,0,yes,yes,6,may,3.97,1,-1,0,unknown,no,0
514,50,management,divorced,secondary,no,1716,yes,no,6,may,1.37,1,-1,0,unknown,no,0
515,49,entrepreneur,married,secondary,no,167,yes,yes,6,may,3.3,3,-1,0,unknown,no,0
517,44,blue-collar,married,primary,no,148,yes,no,6,may,3.52,1,-1,0,unknown,no,0
518,31,technician,married,secondary,no,17,yes,yes,6,may,2.0,1,-1,0,unknown,no,0
519,34,blue-collar,single,tertiary,no,1011,yes,no,6,may,2.27,1,-1,0,unknown,no,0
521,42,management,married,tertiary,no,744,no,no,6,may,2.62,1,-1,0,unknown,no,0
522,52,admin.,married,secondary,no,484,yes,no,6,may,2.13,1,-1,0,unknown,no,0
523,29,management,single,tertiary,no,0,yes,no,6,may,3.52,1,-1,0,unknown,no,0
524,53,retired,married,primary,no,136,yes,no,6,may,4.45,2,-1,0,unknown,no,0
525,43,blue-collar,married,secondary,no,1335,yes,no,6,may,6.18,2,-1,0,unknown,no,0
526,38,management,married,secondary,no,517,yes,no,6,may,4.8,2,-1,0,unknown,no,0
527,46,management,married,tertiary,no,459,yes,no,6,may,3.68,1,-1,0,unknown,no,0
529,30,admin.,divorced,secondary,no,83,yes,yes,6,may,5.17,1,-1,0,unknown,no,0
530,44,blue-collar,married,primary,no,213,no,no,6,may,2.63,1,-1,0,unknown,no,0
531,31,housemaid,married,primary,no,203,yes,no,6,may,10.07,3,-1,0,unknown,no,0
532,42,services,single,secondary,no,518,yes,no,6,may,3.3,1,-1,0,unknown,no,0
533,40,management,single,tertiary,no,3877,yes,no,6,may,2.42,1,-1,0,unknown,no,0
534,52,admin.,married,secondary,no,1236,yes,no,6,may,4.12,1,-1,0,unknown,no,0
535,45,blue-collar,divorced,secondary,no,756,yes,no,6,may,2.98,2,-1,0,unknown,no,0
536,48,blue-collar,married,secondary,no,157,yes,no,6,may,1.22,1,-1,0,unknown,no,0
537,45,blue-collar,married,primary,no,-66,yes,no,6,may,4.38,2,-1,0,unknown,no,0
539,34,blue-collar,married,primary,no,-144,yes,no,6,may,1.32,2,-1,0,unknown,no,0
540,46,blue-collar,married,secondary,no,71,yes,no,6,may,6.93,1,-1,0,unknown,no,0
541,49,services,divorced,secondary,no,505,yes,no,6,may,2.7,1,-1,0,unknown,no,0
542,50,technician,married,primary,no,249,yes,no,6,may,2.15,1,-1,0,unknown,no,0
543,34,admin.,single,secondary,no,0,yes,no,6,may,2.5,1,-1,0,unknown,no,0
544,40,unemployed,single,secondary,no,11,yes,no,6,may,0.72,1,-1,0,unknown,no,0
545,36,admin.,married,secondary,no,639,yes,no,6,may,3.18,1,-1,0,unknown,no,0
547,45,blue-collar,married,secondary,no,82,yes,no,6,may,4.17,1,-1,0,unknown,no,0
548,36,self-employed,married,tertiary,no,107,yes,no,6,may,2.43,1,-1,0,unknown,no,0
549,56,services,married,secondary,no,473,yes,no,6,may,6.93,1,-1,0,unknown,no,0
550,42,services,divorced,secondary,no,372,yes,yes,6,may,2.02,2,-1,0,unknown,no,0
551,30,admin.,married,secondary,no,46,yes,no,6,may,1.9,2,-1,0,unknown,no,0
552,30,student,single,tertiary,no,34,yes,no,6,may,4.82,1,-1,0,unknown,no,0
554,33,blue-collar,married,secondary,no,-10,yes,no,6,may,2.05,1,-1,0,unknown,no,0
555,36,admin.,married,secondary,no,-106,yes,no,6,may,2.17,2,-1,0,unknown,no,0
556,39,services,divorced,primary,no,471,yes,no,6,may,2.68,2,-1,0,unknown,no,0
557,56,admin.,divorced,secondary,no,778,yes,no,6,may,2.48,2,-1,0,unknown,no,0
559,42,technician,married,secondary,no,315,yes,no,6,may,4.32,2,-1,0,unknown,no,0
560,52,blue-collar,married,secondary,no,3165,no,no,6,may,0.43,1,-1,0,unknown,no,0
561,36,admin.,divorced,secondary,no,131,yes,no,6,may,2.55,1,-1,0,unknown,no,0
562,35,entrepreneur,married,secondary,yes,204,yes,no,6,may,7.07,2,-1,0,unknown,no,0
563,47,technician,married,secondary,no,83,yes,no,6,may,2.98,2,-1,0,unknown,no,0
564,59,services,divorced,secondary,no,0,yes,yes,6,may,1.62,1,-1,0,unknown,no,0
565,57,blue-collar,married,primary,no,5431,yes,yes,6,may,6.38,1,-1,0,unknown,no,0
567,46,unemployed,married,secondary,no,-125,yes,no,6,may,0.38,1,-1,0,unknown,no,0
568,34,blue-collar,married,secondary,no,0,no,no,6,may,3.25,1,-1,0,unknown,no,0
569,28,services,single,secondary,no,5090,yes,no,6,may,21.62,3,-1,0,unknown,yes,1
571,56,blue-collar,married,secondary,no,1602,yes,no,6,may,7.12,1,-1,0,unknown,no,0
572,41,blue-collar,single,primary,yes,-137,yes,yes,6,may,3.15,1,-1,0,unknown,no,0
574,54,services,married,secondary,no,193,no,no,6,may,2.98,1,-1,0,unknown,no,0
575,61,retired,married,secondary,no,195,yes,yes,6,may,2.98,1,-1,0,unknown,no,0
576,53,entrepreneur,married,secondary,no,288,no,no,6,may,1.15,1,-1,0,unknown,no,0
577,47,technician,married,secondary,no,19,yes,no,6,may,1.75,2,-1,0,unknown,no,0
578,53,blue-collar,married,primary,no,25,yes,no,6,may,4.43,3,-1,0,unknown,no,0
579,46,services,married,secondary,no,216,yes,no,6,may,8.73,2,-1,0,unknown,no,0
580,39,blue-collar,divorced,primary,no,190,yes,yes,6,may,1.6,2,-1,0,unknown,no,0
581,56,technician,divorced,secondary,no,99,yes,no,6,may,2.58,2,-1,0,unknown,no,0
582,55,services,divorced,primary,no,2298,yes,no,6,may,2.7,2,-1,0,unknown,no,0
583,44,management,married,tertiary,no,17,yes,no,6,may,5.87,2,-1,0,unknown,no,0
584,37,technician,married,primary,no,0,yes,no,6,may,1.27,4,-1,0,unknown,no,0
585,35,blue-collar,married,primary,no,0,yes,no,6,may,2.57,2,-1,0,unknown,no,0
586,55,blue-collar,married,secondary,no,840,yes,no,6,may,5.17,2,-1,0,unknown,no,0
587,37,services,married,secondary,no,358,yes,no,6,may,6.5,3,-1,0,unknown,no,0
588,30,technician,single,secondary,no,0,yes,no,6,may,6.15,1,-1,0,unknown,no,0
589,37,blue-collar,married,primary,no,-325,yes,yes,6,may,1.87,2,-1,0,unknown,no,0
590,36,technician,single,secondary,no,-15,yes,no,6,may,5.68,3,-1,0,unknown,no,0
591,38,technician,married,secondary,no,581,yes,no,6,may,1.32,1,-1,0,unknown,no,0
592,41,admin.,divorced,primary,no,4070,yes,no,6,may,2.33,2,-1,0,unknown,no,0
593,48,retired,married,secondary,no,74,no,yes,6,may,5.25,1,-1,0,unknown,no,0
594,55,services,divorced,secondary,no,141,yes,no,6,may,4.37,2,-1,0,unknown,no,0
595,28,services,divorced,secondary,no,89,no,no,6,may,2.9,2,-1,0,unknown,no,0
596,54,services,married,secondary,yes,0,yes,no,6,may,2.3,3,-1,0,unknown,no,0
597,30,blue-collar,married,secondary,no,450,no,no,6,may,8.77,2,-1,0,unknown,no,0
598,48,technician,married,tertiary,no,310,no,no,6,may,2.25,1,-1,0,unknown,no,0
599,31,self-employed,married,secondary,no,0,yes,no,6,may,0.6,5,-1,0,unknown,no,0
600,38,blue-collar,married,secondary,no,384,yes,no,6,may,31.77,3,-1,0,unknown,no,0
601,37,blue-collar,married,secondary,no,395,yes,no,6,may,3.65,2,-1,0,unknown,no,0
603,56,blue-collar,married,primary,no,5,yes,yes,6,may,6.78,2,-1,0,unknown,no,0
604,51,blue-collar,married,secondary,no,50,yes,yes,6,may,2.02,1,-1,0,unknown,no,0
605,39,blue-collar,married,secondary,no,285,yes,yes,6,may,3.48,1,-1,0,unknown,no,0
607,51,blue-collar,married,primary,no,653,yes,yes,6,may,3.47,1,-1,0,unknown,no,0
608,43,self-employed,married,secondary,no,918,yes,no,6,may,3.22,1,-1,0,unknown,no,0
609,32,services,married,secondary,no,243,yes,yes,6,may,2.4,1,-1,0,unknown,no,0
610,29,technician,single,tertiary,no,405,yes,no,6,may,1.08,1,-1,0,unknown,no,0
611,48,management,divorced,tertiary,no,1328,yes,no,6,may,5.65,1,-1,0,unknown,no,0
612,55,services,married,primary,no,255,yes,no,6,may,4.75,1,-1,0,unknown,no,0
613,53,blue-collar,married,secondary,no,3397,yes,no,6,may,3.85,1,-1,0,unknown,no,0
615,39,management,married,tertiary,no,2877,yes,no,6,may,4.63,1,-1,0,unknown,no,0
616,31,blue-collar,single,tertiary,no,60,yes,yes,6,may,6.48,1,-1,0,unknown,no,0
617,39,blue-collar,married,primary,no,2226,yes,no,6,may,2.63,1,-1,0,unknown,no,0
618,40,blue-collar,married,primary,no,2880,yes,no,6,may,2.42,2,-1,0,unknown,no,0
620,48,technician,married,secondary,no,147,no,no,6,may,2.37,3,-1,0,unknown,no,0
621,33,technician,divorced,secondary,no,7,yes,yes,6,may,1.45,1,-1,0,unknown,no,0
622,40,technician,married,secondary,no,109,yes,no,6,may,2.45,2,-1,0,unknown,no,0
623,59,retired,married,primary,no,-119,yes,no,6,may,4.82,1,-1,0,unknown,no,0
624,30,technician,married,secondary,no,484,yes,no,6,may,11.72,1,-1,0,unknown,yes,1
625,31,management,single,tertiary,no,1852,yes,no,6,may,2.83,3,-1,0,unknown,no,0
626,35,unemployed,married,secondary,no,533,yes,no,6,may,13.37,1,-1,0,unknown,no,0
627,54,technician,divorced,secondary,no,21,yes,no,6,may,6.35,2,-1,0,unknown,no,0
629,32,technician,married,secondary,no,90,yes,yes,6,may,0.95,2,-1,0,unknown,no,0
631,32,admin.,single,tertiary,no,395,yes,no,6,may,4.02,3,-1,0,unknown,no,0
632,42,blue-collar,married,primary,no,15,yes,no,6,may,3.83,1,-1,0,unknown,no,0
633,33,services,married,tertiary,no,85,no,no,6,may,4.37,3,-1,0,unknown,no,0
634,52,entrepreneur,married,tertiary,no,-184,yes,yes,6,may,6.53,2,-1,0,unknown,no,0
635,52,services,married,secondary,no,660,no,no,6,may,3.35,2,-1,0,unknown,no,0
636,52,blue-collar,divorced,primary,yes,-183,yes,no,6,may,2.42,1,-1,0,unknown,no,0
637,30,unemployed,divorced,secondary,no,1144,yes,no,6,may,4.2,1,-1,0,unknown,no,0
638,44,services,divorced,secondary,no,1,yes,no,6,may,3.92,4,-1,0,unknown,no,0
